CODIGO	DIAGNOSTIC
I743	EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS INFERIORES
I744	"EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS, NO ESPECIFICADAS"
I745	EMBOLIA Y TROMBOSIS DE ARTERIA ILIACA
I748	EMBOLIA Y TROMBOSIS DE OTRAS ARTERIAS
I749	EMBOLIA Y TROMBOSIS DE ARTERIA NO ESPECIFICADA
I77	OTROS TRASTORNOS ARTERIALES O ARTERIOLARES
I770	"FISTULA ARTERIOVENOSA, ADQUIRIDA"
I771	ESTRECHEZ ARTERIAL
I772	RUPTURA ARTERIAL
I773	DISPLASIA FIBROMUSCULAR ARTERIAL
I774	SINDROME DE COMPRESION DEL TRONCO CELIACO
I775	NECROSIS ARTERIAL
I776	"ARTERITIS, NO ESPECIFICADA"
I778	OTROS TRASTORNOS ESPECIFICADOS DE ARTERIAS Y ARTERIOLAS
I779	"TRASTORNO DE ARTERIAS Y ARTERIOLAS, NO ESPECIFICADO"
I78	ENFERMEDADES DE LOS VASOS CAPILARES
I780	TELANGIECTASIA HEMORRAGICA HEREDITARIA
I781	"NEVO, NO ESPECIFICADO"
I788	OTRAS ENFERMEDADES DE LOS CAPILARES
I789	"ENFERMEDAD DE LOS VASOS CAPILARES, NO ESPECIFICADA"
I79	"TRASTORNOS DE LAS ARTERIAS, DE LAS ARTERIOLAS Y DE LOS VASOS CAPILARES  EN ENFERMEDADES CLASIFICADAS"
I790	ANEURISMA DE LA AORTA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I791	AORTITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I792	ANGIOPATIA PERIFERICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I798	"OTROS TRASTORNOS DE ARTERIAS, ARTERIOLAS Y VASOS CAPILARES EN ENFERMEDADES CLASIFICADAS EN OTRA PART"
I80	FLEBITIS Y TROMBOFLEBITIS
I800	FLEBITIS Y TROMBOFLEBITIS DE VASOS SUPERFICIALES DE LOS MIEMBROS INFERIORES
I801	FLEBITIS Y TROMBOFLEBITIS DE LA VENA FEMORAL
I802	FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES
I803	"FLEBITIS Y TROMBOFLEBITIS DE LOS MIEMBROS INFERIORES, NO ESPECIFICADA"
I808	FLEBITIS Y TROMBOFLEBITIS DE OTROS SITIOS
I809	FLEBITIS Y TROMBOFLEBITIS DE SITIO NO ESPECIFICADO
I81	TROMBOSIS DE LA VENA PORTA
I81X	TROMBOSIS DE LA VENA PORTA
I82	OTRAS EMBOLIAS Y TROMBOSIS VENOSAS
I820	SINDROME DE BUDD-CHIARI
I821	TROMBOFLEBITIS MIGRATORIA
I822	EMBOLIA Y TROMBOSIS DE VENA CAVA
I823	EMBOLIA Y TROMBOSIS DE VENA RENAL
I828	EMBOLIA Y TROMBOSIS DE OTRAS VENAS ESPECIFICADAS
I829	EMBOLIA Y TROMBOSIS DE VENA NO ESPECIFICADA
I83	VENAS VARICOSAS DE LOS MIEMBROS INFERIORES
I830	VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ULCERA
I831	VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON INFLAMACION
I832	VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ULCERA E INFLAMACION
I839	VENAS VARICOSAS DE LOS MIEMBROS INFERIORES SIN ULCERA NI INFLAMACION
I84	HEMORROIDES
I840	HEMORROIDES INTERNAS TROMBOSADAS
I841	HEMORROIDES INTERNAS CON OTRAS COMPLICACIONES
I842	HEMORROIDES INTERNAS SIN COMPLICACION
I843	HEMORROIDES EXTERNAS TROMBOSADAS
I844	HEMORROIDES EXTERNAS CON OTRAS COMPLICACIONES
I845	HEMORROIDES EXTERNAS SIN COMPLICACION
I846	"PROMINENCIAS CUTANEAS, RESIDUO DE HEMORROIDES"
I847	HEMORROIDES TROMBOSADAS NO ESPECIFICADAS
I848	"HEMORROIDES NO ESPECIFICADAS, CON OTRAS COMPLICACIONES"
I849	"HEMORROIDES NO ESPECIFICADAS, SIN COMPLICACION"
I85	VARICES ESOFAGICAS
I850	VARICES ESOFAGICAS CON HEMORRAGIA
I851	VARICES ESOFAGICAS SIN HEMORRAGIA
I86	VARICES DE OTROS SITIOS
I860	VARICES SUBLINGUALES
I861	VARICES ESCROTALES
I862	VARICES PELVICAS
I863	VARICES DE LA VULVA
I864	VARICES GASTRICAS
I868	VARICES EN OTROS SITIOS ESPECIFICADOS
I87	OTROS TRASTORNOS DE LAS VENAS
I870	SINDROME POSTFLEBITICO
I871	COMPRESION DE VENA
I872	INSUFICIENCIA VENOSA (CRONICA) (PERIFERICA)
I878	OTROS TRASTORNOS VENOSOS ESPECIFICADOS
I879	"TRASTORNO VENOSO, NO ESPECIFICADO"
I88	LINFADENITIS INESPECIFICA
I880	LINFADENITIS MESENTERICA INESPECIFICA
I881	"LINFADENITIS CRONICA, EXCEPTO LA MESENTERICA"
I888	OTRAS LINFADENITIS INESPECIFICAS
I889	LINFADENITIS INESPECIFICA NO ESPECIFICADA
I89	OTROS TRASTORNOS NO INFECCIOSOS DE LOS VASOS Y GANGLIOS LINFATICOS
I890	"LINFEDEMA, NO CLASIFICADO EN OTRA PARTE"
I891	LINFANGITIS
I898	OTROS TRASTORNOS ESPECIFICOS NO INFECCIOSOS DE LOS VASOS Y GANGLIOS LINFATICOS
I899	"TRASTORNO NO INFECCIOSOS DE VASOS Y GANGLIOS LINFATICOS, NO ESPECIFICADO"
I95	HIPOTENSION
I950	HIPOTENSION IDIOPATICA
I951	HIPOTENSION ORTOSTATICA
I952	HIPOTENSION DEBIDA A DROGAS
I958	OTROS TIPOS DE HIPOTENSION
I959	"HIPOTENSION, NO ESPECIFICADA"
I97	"TRASTORNOS DEL SISTEMA CIRCULATORIO CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PARTE"
I970	SINDROME DE POSTCARDIOTOMIA
I971	OTRAS ALTERACIONES FUNCIONALES CONSECUTIVAS A CIRUGIA CARDIACA
I972	SINDROME DE LINFEDEMA POSTMASTECTOMIA
I978	"OTROS TRASTORNOS DEL SISTEMA CIRCULATORIO CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PAR"
I979	TRASTORNO NO ESPECIFICADO DEL SISTEMA CIRCULATORIO CONSECUTIVO A PROCEDIMIENTOS
I98	OTROS TRASTORNOS DEL SISTEMA CIRCULATORIO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I980	SIFILIS CARDIOVASCULAR
I981	TRASTORNOS CARDIOVASCULARES EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PA
I982	VARICES ESOFAGICAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I988	OTROS TRASTORNOS ESPECIFICADOS DEL APARATO CIRCULATORIO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I99	OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DEL SISTEMA CIRCULATORIO
I99X	OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DEL SISTEMA CIRCULATORIO
J00	RINOFARINGITIS AGUDA >RESFRIADO COMUN!
J00X	RINOFARINGITIS AGUDA >RESFRIADO COMUN!
J01	SINUSITIS AGUDA
J010	SINUSITIS MAXILAR AGUDA
J011	SINUSITIS FRONTAL AGUDA
J012	SINUSITIS ETMOIDAL AGUDA
J013	SINUSITIS ESFENOIDAL AGUDA
J014	PANSINUSITIS AGUDA
J018	OTRAS SINUSITIS AGUDAS
J019	"SINUSITIS AGUDA, NO ESPECIFICADA"
J02	FARINGITIS AGUDA
J020	FARINGITIS ESTREPTOCOCICA
J028	FARINGITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J029	"FARINGITIS AGUDA, NO ESPECIFICADA"
J03	AMIGDALITIS AGUDA
J030	AMIGDALITIS ESTREPTOCOCICA
J038	AMIGDALITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J039	"AMIGDALITIS AGUDA, NO ESPECIFICADA"
J04	LARINGITIS Y TRAQUEITIS AGUDAS
J040	LARINGITIS AGUDA
J041	TRAQUEITIS AGUDA
J042	LARINGOTRAQUEITIS AGUDA
J05	LARINGITIS OBSTRUCTIVA AGUDA >CRUP! Y EPIGLOTITIS
J050	"LARINGITIS OBSTRUCTIVA, AGUDA >CRUP!"
J051	EPIGLOTITIS AGUDA
J06	"INFECCIONES AGUDAS DE LAS VIAS RESPIRATORIAS SUPERIORES, DE SITIOS MULTIPLES O NO ESPECIFICADOS"
J060	LARINGOFARINGITIS AGUDA
J068	OTRAS INFECCIONES AGUDAS DE SITIOS MULTIPLES DE LAS VIAS RESPIRATORIAS SUPERIORES
J069	"INFECCION AGUDA DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA"
J10	"INFLUENZA, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO"
J100	"INFLUENZA CON NEUMONIA, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO"
J101	"INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO"
J108	"INFLUENZA, CON OTRAS MANIFESTACIONES, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO"
J11	"INFLUENZA, DEBIDA A VIRUS DE LA INFLUENZA NO IDENTIFICADO"
J110	"INFLUENZA CON NEUMONIA, VIRUS NO IDENTIFICADO"
J111	"INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, VIRUS NO IDENTIFICADO"
J118	"INFLUENZA CON OTRAS MANIFESTACIONES, VIRUS NO IDENTIFICADO"
J12	"NEUMONIA VIRAL, NO CLASIFICADA EN OTRA PARTE"
J120	NEUMONIA DEBIDA A ADENOVIRUS
J121	NEUMONIA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
J122	NEUMONIA DEBIDA A VIRUS PARAINFLUENZA
J128	NEUMONIA DEBIDA A OTROS VIRUS
J129	"NEUMONIA VIRAL, NO ESPECIFICADA"
J13	NEUMONIA DEBIDA A STREPTOCOCCUS PNEUMONIAE
J13X	NEUMONIA DEBIDA A STREPTOCOCCUS PNEUMONIAE
J14	NEUMONIA DEBIDA A HAEMOPHILUS INFLUENZAE
J14X	NEUMONIA DEBIDA A HAEMOPHILUS INFLUENZAE
J15	"NEUMONIA BACTERIANA, NO CLASIFICADA EN OTRA PARTE"
J150	NEUMONIA DEBIDA A KLEBSIELLA PNEUMONIAE
J151	NEUMONIA DEBIDA A PSEUDOMONAS
J152	NEUMONIA DEBIDA A ESTAFILOCOCOS
J153	NEUMONIA DEBIDA A ESTREPTOCOCOS DEL GRUPO B
J154	NEUMONIA DEBIDA A OTROS ESTREPTOCOCOS
J155	NEUMONIA DEBIDA A ESCHERICHIA COLI
J156	NEUMONIA DEBIDA A OTRAS BACTERIAS AEROBICAS GRAM NEGATIVAS
J157	NEUMONIA DEBIDA A MYCOPLASMA PNEUMONIAE
J158	OTRAS NEUMONIAS BACTERIANAS
J159	"NEUMONIA BACTERIANA, NO ESPECIFICADA"
J16	"NEUMONIA DEBIDA A OTROS MICROORGANISMOS INFECCIOSOS, NO CLASIFICADOS EN OTRA PARTE"
J160	NEUMONIA DEBIDA A CLAMIDIAS
J168	NEUMONIA DEBIDA A OTROS MICROORGANISMOS INFECCIOSOS ESPECIFICADOS
J17	NEUMONIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
J170	NEUMONIA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
J171	NEUMONIA EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE
J172	NEUMONIA EN MICOSIS
J173	NEUMONIA EN ENFERMEDADES PARASITARIAS
J178	NEUMONIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
J18	"NEUMONIA, ORGANISMO NO ESPECIFICADO"
J180	"BRONCONEUMONIA, NO ESPECIFICADA"
J181	"NEUMONIA LOBAR, NO ESPECIFICADA"
J182	"NEUMONIA HIPOSTATICA, NO ESPECIFICADA"
J188	"OTRAS NEUMONIAS, DE MICROORGANISMO NO ESPECIFICADO"
J189	"NEUMONIA, NO ESPECIFICADA"
J20	BRONQUITIS AGUDA
J200	BRONQUITIS AGUDA DEBIDA A MYCOPLASMA PNEUMONIAE
J201	BRONQUITIS AGUDA DEBIDA A HAEMOPHILUS INFLUENZAE
J202	BRONQUITIS AGUDA DEBIDA A ESTREPTOCOCOS
J203	BRONQUITIS AGUDA DEBIDA A VIRUS COXSACKIE
J204	BRONQUITIS AGUDA DEBIDA A VIRUS PARAINFLUENZA
J205	BRONQUITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
J206	BRONQUITIS AGUDA DEBIDA A RINOVIRUS
J207	BRONQUITIS AGUDA DEBIDA A VIRUS ECHO
J208	BRONQUITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J209	"BRONQUITIS AGUDA, NO ESPECIFICADA"
J21	BRONQUIOLITIS AGUDA
J210	BRONQUIOLITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
J218	BRONQUIOLITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J219	"BRONQUIOLITIS AGUDA, NO ESPECIFICADA"
J22	INFECCION AGUDA NO ESPECIFICADA DE VIAS RESPIRATORIAS INFERIORES
J22X	INFECCION AGUDA NO ESPECIFICADA DE VIAS RESPIRATORIAS INFERIORES
J30	RINITIS ALERGICA Y VASOMOTORA
J300	RINITIS VASOMOTORA
J301	RINITIS ALERGICA DEBIDA AL POLEN
J302	OTRA RINITIS ALERGICA ESTACIONAL
J303	OTRAS RINITIS ALERGICAS
J304	"RINITIS ALERGICA, NO ESPECIFICADA"
J31	"RINITIS, RINOFARINGITIS Y FARINGITIS CRONICAS"
J310	RINITIS CRONICA
J311	RINOFARINGITIS CRONICA
J312	FARINGITIS CRONICA
J32	SINUSITIS CRONICA
J320	SINUSITIS MAXILAR CRONICA
J321	SINUSITIS FRONTAL CRONICA
J322	SINUSITIS ETMOIDAL CRONICA
J323	SINUSITIS ESFENOIDAL CRONICA
J324	PANSINUSITIS CRONICA
J328	OTRAS SINUSITIS CRONICAS
J329	"SINUSITIS CRONICA, NO ESPECIFICADA"
J33	POLIPO NASAL
J330	POLIPO DE LA CAVIDAD NASAL
J331	DEGENERACION POLIPOIDE DE SENO PARANASAL
J338	OTROS POLIPOS DE LOS SENOS PARANASALES
J339	"POLIPO NASAL, NO ESPECIFICADO"
J34	OTROS TRASTORNOS DE LA NARIZ Y DE LOS SENOS PARANASALES
J340	"ABSCESO, FORUNCULO Y CARBUNCO DE LA NARIZ"
J341	QUISTE Y MUCOCELE DE SENO PARANASAL
J342	DESVIACION DEL TABIQUE NASAL
J343	HIPERTROFIA DE LOS CORNETES NASALES
J348	OTROS TRASTORNOS ESPECIFICADOS DE LA NARIZ Y DE LOS SENOS PARANASALES
J35	ENFERMEDADES CRONICAS DE LAS AMIGDALAS Y DE LAS ADENOIDES
J350	AMIGDALITIS CRONICA
J351	HIPERTROFIA DE LAS AMIGDALAS
J352	HIPERTOFIA DE LAS ADENOIDES
J353	HIPERTROFIA DE LAS AMIGDALAS CON HIPERTROFIA DE LAS ADENOIDES
J358	OTRAS ENFERMEDADES CRONICAS DE LAS AMIGDALAS Y ADENOIDES
J359	"ENFERMEDAD CRONICA DE LAS AMIGDALAS Y DE LAS ADENOIDES, NO ESPECIFICADA"
J36	ABSCESO PERIAMIGDALINO
J36X	ABSCESO PERIAMIGDALINO
J37	LARINGITIS Y LARINGOTRAQUEITIS CRONICAS
J370	LARINGITIS CRONICA
J371	LARINGOTRAQUEITIS CRONICA
J38	"ENFERMEDADES DE LAS CUERDAS VOCALES Y DE LA LARINGE, NO CLASIFICADAS EN OTRA PARTE"
J380	PARALISIS DE LAS CUERDAS VOCALES Y DE LA LARINGE
J381	POLIPO DE LAS CUERDAS VOCALES Y DE LA LARINGE
J382	NODULOS DE LAS CUERDAS VOCALES
J383	OTRAS ENFERMEDADES DE LAS CUERDAS VOCALES
J384	EDEMA DE LARINGE
J385	ESPASMO LARINGEO
J386	ESTENOSIS LARINGEA
J387	OTRAS ENFERMEDADES DE LA LARINGE
J39	OTRAS ENFERMEDADES DE LA VIAS RESPIRATORIAS SUPERIORES
J390	ABSCESO RETROFARINGEO Y PARAFARINGEO
J391	OTROS ABSCESOS DE LA FARINGE
J392	OTRAS ENFERMEDADES DE LA FARINGE
J393	"REACCION DE HIPERSENSIBILIDAD DE LAS VIAS RESPIRATORIAS SUPERIORES, SITIO NO ESPECIFICADO"
J398	OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VIAS RESPIRATORIAS SUPERIORES
J399	"ENFERMEDAD DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA"
J40	"BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA"
J40X	"BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA"
J41	BRONQUITIS CRONICA SIMPLE Y MUCOPURULENTA
J410	BRONQUITIS CRONICA SIMPLE
J411	BRONQUITIS CRONICA MUCOPURULENTA
J418	BRONQUITIS CRONICA MIXTA SIMPLE Y MUCOPURULENTA
J42	"BRONQUITIS CRONICA, NO ESPECIFICADA"
J42X	"BRONQUITIS CRONICA, NO ESPECIFICADA"
J43	ENFISEMA
J430	SINDROME DE MACLEOD
J431	ENFISEMA PANLOBULAR
J432	ENFISEMA CENTROLOBULAR
J438	OTROS TIPOS DE ENFISEMA
J439	"ENFISEMA, NO ESPECIFICADO"
J44	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS
J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE VIAS RESPIRATORIAS INFERIORES
J441	"ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA"
J448	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS
J449	"ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA"
J45	ASMA
J450	ASMA PREDOMINANTEMENTE ALERGICA
J451	ASMA NO ALERGICA
J458	ASMA MIXTA
J459	"ASMA, NO ESPECIFICADO"
J46	ESTADO ASMATICO
J46X	ESTADO ASMATICO
J47	BRONQUIECTASIA
J47X	BRONQUIECTASIA
J60	NEUMOCONIOSIS DE LOS MINEROS DEL CARBON
J60X	NEUMOCONIOSIS DE LOS MINEROS DEL CARBON
J61	NEUMOCONIOSIS DEBIDA AL ASBESTO Y A OTRAS FIBRAS MINERALES
J61X	NEUMOCONIOSIS DEBIDA AL ASBESTO Y A OTRAS FIBRAS MINERALES
J62	NEUMOCONIOSIS DEBIDA A POLVO DE SILICE
J620	NEUMOCONIOSIS DEBIDA A POLVO DE TALCO
J628	NEUMOCONIOSIS DEBIDA A OTROS POLVOS QUE CONTIENEN SILICE
J63	NEUMOCONIOSIS DEBIDA A OTROS POLVOS INORGANICOS
J630	ALUMINOSIS (DEL PULMON)
J631	FIBROSIS (DEL PULMON) DEBIDA A BAUXITA
J632	BERILIOSIS
J633	FIBROSIS (DEL PULMON) DEBIDA A GRAFITO
J634	SIDEROSIS
J635	ESTA#OSIS
J638	NEUMOCONIOSIS DEBIDA A OTROS POLVOS INORGANICOS ESPECIFICADOS
J64	"NEUMOCONIOSIS, NO ESPECIFICADA"
J64X	"NEUMOCONIOSIS, NO ESPECIFICADA"
J65	NEUMOCONIOSIS ASOCIADA CON TUBERCULOSIS
J65X	NEUMOCONIOSIS ASOCIADA CON TUBERCULOSIS
J66	ENFERMEDADES DE LAS VIAS AEREAS DEBIDAS A POLVOS ORGANICOS ESPECIFICOS
J660	BISINOSIS
J661	ENFERMEDAD DE LOS TRABAJADORES DEL LINO
J662	CANABINOSIS
J668	ENFERMEDAD DE LAS VIAS AEREAS DEBIDA A OTROS POLVOS ORGANICOS ESPECIFICOS
J67	NEUMONITIS DEBIDA A HIPERSENSIBILIDAD AL POLVO ORGANICO
J670	PULMON DEL GRANJERO
J671	BAGAZOSIS
J672	PULMON DEL ORNITOFILO
J673	SUBEROSIS
J674	PULMON DEL MANIPULADOR DE MALTA
J675	PULMON DEL MANIPULADOR DE HONGOS
J676	PULMON DEL DESCORTEZADOR DEL ARCE
J677	NEUMONITIS DE LA VENTILACION DEBIDA AL ACONDICIONADOR Y HUMIDIFICADOR DEL AIRE
J678	NEUMONITIS DEBIDAS A HIPERSENSIBILIDAD A OTROS POLVOS ORGANICOS
J679	"NEUMONITIS DEBIDA A HIPERSENSIBILIDAD A POLVO ORGANICO, NO ESPECIFICADO"
J68	"AFECCIONES RESPIRATORIAS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES, Y SUBSTANCIAS QUIMICAS"
J680	"BRONQUITIS Y NEUMONITIS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUBSTANCIAS QUIMICAS"
J681	"EDEMA PULMONAR AGUDO DEBIDO A INHALACION DE GASES, HUMOS, VAPORES Y SUBSTANCIAS QUIMICAS"
J682	"INFLAMACION RESPIRATORIA SUPERIOR DEBIDA A INHALACION DE GASES, HUMOS, VAPORES Y SUBSTANCIAS QUIMICA"
J683	"OTRAS AFECCIONES RESPIRATORIAS AGUDAS Y SUBAGUDAS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SU"
J684	"AFECCIONES RESPIRATORIAS CRONICAS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUBSTANCIAS QUIMIC"
J688	"OTRAS AFECCIONES RESPIRATORIAS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUBSTANCIAS QUIMICAS"
J689	"AFECCION RESPIRATORIA NO ESPECIFICADA, DEBIDA A INHALACION DE GASES, HUMOS, VAPORES Y SUBSTANCIAS QU"
J69	NEUMONITIS DEBIDA A SOLIDOS Y LIQUIDOS
J690	NEUMONITIS DEBIDA A ASPIRACION DE ALIMENTO O VOMITO
J691	NEUMONITIS DEBIDA A ASPIRACION DE ACEITES Y ESENCIAS
J698	NEUMONITIS DEBIDA A ASPIRACION DE OTROS SOLIDOS Y LIQUIDOS
J70	AFECCIONES RESPIRATORIAS DEBIDAS A OTROS AGENTES EXTERNOS
J700	MANIFESTACIONES PULMONARES AGUDAS DEBIDAS A RADIACION
J701	MANIFESTACIONES PULMONARES CRONICAS Y OTRAS MANIFESTACIONES DEBIDAS A RADIACION
J702	TRASTORNOS PULMONARES INTERSTICIALES AGUDOS INDUCIDOS POR DROGAS
J703	TRASTORNOS PULMONARES INTERSTICIALES CRONICOS INDUCIDOS POR DROGAS
J704	"TRASTORNOS PULMONARES INTERSTICIALES NO ESPECIFICADOS, INDUCIDOS POR DROGAS"
J708	AFECCIONES RESPIRATORIOS DEBIDAS A OTROS AGENTES EXTERNOS ESPECIFICADOS
J709	AFECCIONES RESPIRATORIOS DEBIDAS A AGENTES EXTERNOS NO ESPECIFICADOS
J80	SINDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO
J80X	SINDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO
J81	EDEMA PULMONAR
J81X	EDEMA PULMONAR
J82	"EOSINOFILIA PULMONAR, NO CLASIFICADA EN OTRA PARTE"
J82X	"EOSINOFILIA PULMONAR, NO CLASIFICADA EN OTRA PARTE"
J84	OTRAS ENFERMEDADES PULMONARES INTERSTICIALES
J840	AFECCIONES ALVEOLARES Y ALVEOLOPARIETALES
J841	OTRAS ENFERMEDADES PULMONARES INTERSTICIALES CON FIBROSIS
J848	OTRAS ENFERMEDADES PULMONARES INTERSTICIALES ESPECIFICADAS
J849	"ENFERMEDAD PULMONAR INTERSTICIAL, NO ESPECIFICADA"
J85	ABSCESO DEL PULMON Y DEL MEDIASTINO
J850	GANGRENA Y NECROSIS DEL PULMON
J851	ABSCESO DEL PULMON CON NEUMONIA
J852	ABSCESO DEL PULMON SIN NEUMONIA
J853	ABSCESO DEL MEDIASTINO
J86	PIOTORAX
J860	PIOTORAX CON FISTULA
J869	PIOTORAX SIN FISTULA
J90	DERRAME PLEURAL NO CLASIFICADO EN OTRA PARTE
J90X	DERRAME PLEURAL NO CLASIFICADO EN OTRA PARTE
J91	DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE
J91X	DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE
J92	PAQUIPLEURITIS
J920	PAQUIPLEURITIS CON ASBESTOSIS
J929	PAQUIPLEURITIS SIN ASBESTOSIS
J93	NEUMOTORAX
J930	NEUMOTORAX ESPONTANEO A PRESION
J931	OTROS TIPOS DE NEUMOTORAX ESPONTANEO
J938	OTROS NEUMOTORAX
J939	"NEUMOTORAX, NO ESPECIFICADO"
J94	OTRAS AFECCIONES DE LA PLEURA
J940	QUILOTORAX
J941	FIBROTORAX
J942	HEMOTORAX
J948	OTRAS AFECCIONES ESPECIFICADAS DE LA PLEURA
J949	"AFECCION PLEURAL, NO ESPECIFICADA"
J95	"TRASTORNOS DEL SISTEMA RESPIRATORIO CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PARTE"
J950	FUNCIONAMIENTO DEFECTUOSO DE LA TRAQUEOSTOMIA
J951	INSUFICIENCIA PULMONAR AGUDA CONSECUTIVA A CIRUGIA TORACICA
J952	INSUFICIENCIA PULMONAR AGUDA CONSECUTIVA A CIRUGIA EXTRATORACICA
J953	INSUFICIENCIA PULMONAR CRONICA CONSECUTIVA A CIRUGIA
J954	SINDROME DE MENDELSON
J955	ESTENOSIS SUBGLOTICA CONSECUTIVA A PROCEDIMIENTOS
J958	OTROS TRASTORNOS RESPIRATORIOS CONSECUTIVOS A PROCEDIMIENTOS
J959	"TRASTORNO NO ESPECIFICADO DEL SISTEMA RESPIRATORIO, CONSECUTIVO A PROCEDIMIENTOS"
J96	"INSUFICIENCIA RESPIRATORIA, NO CLASIFICADA EN OTRA PARTE"
J960	INSUFICIENCIA RESPIRATORIA AGUDA
J961	INSUFICIENCIA RESPIRATORIA CRONICA
J969	"INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA"
J98	OTROS TRASTORNOS RESPIRATORIOS
J980	"ENFERMEDADES DE LA TRAQUEA Y DE LOS BRONQUIOS, NO CLASIFICADAS EN OTRA PARTE"
J981	COLAPSO PULMONAR
J982	ENFISEMA INTERSTICIAL
J983	ENFISEMA COMPENSATORIO
J984	OTROS TRASTORNOS DEL PULMON
J985	"ENFERMEDADES DEL MEDIASTINO, NO CLASIFICADAS EN OTRA PARTE"
J986	TRASTORNOS DEL DIAFRAGMA
J988	OTROS TRASTORNOS RESPIRATORIOS ESPECIFICADOS
J989	"TRASTORNO RESPIRATORIO, NO ESPECIFICADO"
J99	TRASTORNOS RESPIRATORIOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
J990	ENFERMEDAD PULMONAR REUMATOIDE (M05.1+)
J991	TRASTORNOS RESPIRATORIOS EN OTROS TRASTORNOS DIFUSOS DEL TEJIDO CONJUNTIVO
J998	TRASTORNOS RESPIRATORIOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K00	TRASTORNOS DEL DESARROLLO Y DE LA ERUPCION DE LOS DIENTES
K000	ANODONCIA
K001	DIENTES SUPERNUMERARIOS
K002	ANOMALIAS DEL TAMA#O Y DE LA FORMA DEL DIENTE
K003	DIENTES MOTEADOS
K004	ALTERACIONES EN LA FORMACION DENTARIA
